iata,name,year,month,efficiencyFactor
LIT, Bill and Hillary Clinton Nat Adams Field,2015,1,66.67
CPR, Casper/Natrona County International,2015,1,80.24
GUC, Gunnison-Crested Butte Regional,2015,1,100
HYS, Hays Regional,2015,1,67.92
CNY, Canyonlands Field,2015,1,98.15
IAH, George Bush Intercontinental/Houston,2015,1,79.38
SLC, Salt Lake City International,2015,1,81.48
SEA, Seattle/Tacoma International,2015,1,77.16
EWR, Newark Liberty International,2015,1,80.14
MCO, Orlando International,2015,1,76.92
LAX, Los Angeles International,2015,1,78.25
SFO, San Francisco International,2015,1,79.48
MSP, Minneapolis-St Paul International,2015,1,78.13
ORD, Chicago O'Hare International,2015,1,76.24
SJU, Luis Munoz Marin International,2015,1,71.43
CLE, Cleveland-Hopkins International,2015,1,80.86
SMF, Sacramento International,2015,1,71.84
BOS, Logan International,2015,1,76.23
FLL, Fort Lauderdale-Hollywood International,2015,1,78.78
AUS, Austin - Bergstrom International,2015,1,75.09
DEN, Denver International,2015,1,78.26
EGE, Eagle County Regional,2015,1,80.6
PDX, Portland International,2015,1,75.13
RDU, Raleigh-Durham International,2015,1,75
PHX, Phoenix Sky Harbor International,2015,1,77.03
HNL, Honolulu International,2015,1,68.14
LGA, LaGuardia,2015,1,72.78
SNA, John Wayne Airport-Orange County,2015,1,87.24
IAD, Washington Dulles International,2015,1,79.73
OGG, Kahului Airport,2015,1,73.1
SAN, San Diego International,2015,1,81.75
DFW, Dallas/Fort Worth International,2015,1,80.41
RSW, Southwest Florida International,2015,1,80.16
MIA, Miami International,2015,1,72.28
STT, Cyril E King,2015,1,77.14
TPA, Tampa International,2015,1,77.58
KOA, Kona International Airport at Keahole,2015,1,75
CMH, Port Columbus International,2015,1,67.74
DCA, Ronald Reagan Washington National,2015,1,82.03
BWI, Baltimore/Washington International Thurgood Marshall,2015,1,68.89
GEG, Spokane International,2015,1,67.24
ITO, Hilo International,2015,1,61.54
LAS, McCarran International,2015,1,83.14
APN, Alpena County Regional,2015,1,64.15
BJI, Bemidji Regional,2015,1,90.32
BTM, Bert Mooney,2015,1,92.06
CDC, Cedar City Regional,2015,1,86.79
SJC, Norman Y. Mineta San Jose International,2015,1,85.71
PIT, Pittsburgh International,2015,1,75.69
HDN, Yampa Valley,2015,1,72.5
PBI, Palm Beach International,2015,1,77.78
ATL, Hartsfield-Jackson Atlanta International,2015,1,79.45
SRQ, Sarasota/Bradenton International,2015,1,61.29
SAT, San Antonio International,2015,1,76.74
MSY, Louis Armstrong New Orleans International,2015,1,83.54
PHL, Philadelphia International,2015,1,73.48
OMA, Eppley Airfield,2015,1,66.67
JAC, Jackson Hole,2015,1,62.16
ICT, Wichita Dwight D Eisenhower National,2015,1,82.35
RNO, Reno/Tahoe International,2015,1,75.76
ROC, Greater Rochester International,2015,1,72.09
JFK, John F. Kennedy International,2015,1,82.4
LIH, Lihue Airport,2015,1,78.95
BOI, Boise Air Terminal,2015,1,83.02
BIL, Billings Logan International,2015,1,64.91
ANC, Ted Stevens Anchorage International,2015,1,51.22
DSM, Des Moines International,2015,1,74.12
BQN, Rafael Hernandez,2015,1,66.67
GUM, Guam International,2015,1,61.29
DTW, Detroit Metro Wayne County,2015,1,72.34
BDL, Bradley International,2015,1,65.28
MDT, Harrisburg International,2015,1,73.33
RIC, Richmond International,2015,1,64.29
IND, Indianapolis International,2015,1,76
CLT, Charlotte Douglas International,2015,1,78.26
BZN, Bozeman Yellowstone International,2015,1,63.41
ALB, Albany International,2015,1,66.67
MCI, Kansas City International,2015,1,80
OKC, Will Rogers World,2015,1,64
MTJ, Montrose Regional,2015,1,72.22
GRR, Gerald R. Ford International,2015,1,77.78
PSP, Palm Springs International,2015,1,50
BTR, Baton Rouge Metropolitan/Ryan Field,2015,1,50
OTH, Southwest Oregon Regional,2015,1,58.82
STL, Lambert-St. Louis International,2015,1,50
GUC, Gunnison-Crested Butte Regional,2015,1,80
BUF, Buffalo Niagara International,2015,1,66.67
BOS, Logan International,2015,1,79.48
CLT, Charlotte Douglas International,2015,1,84.68
MCO, Orlando International,2015,1,80.53
PHX, Phoenix Sky Harbor International,2015,1,85.41
SAN, San Diego International,2015,1,87.46
SMF, Sacramento International,2015,1,87.68
IAH, George Bush Intercontinental/Houston,2015,1,80
JFK, John F. Kennedy International,2015,1,69.6
RDU, Raleigh-Durham International,2015,1,84.57
IND, Indianapolis International,2015,1,79.45
ATL, Hartsfield-Jackson Atlanta International,2015,1,81.09
OGG, Kahului Airport,2015,1,84.31
OAK, Metropolitan Oakland International,2015,1,75.81
LAX, Los Angeles International,2015,1,84.12
SLC, Salt Lake City International,2015,1,83.1
MCI, Kansas City International,2015,1,81.37
MSP, Minneapolis-St Paul International,2015,1,77.87
HNL, Honolulu International,2015,1,79.69
KOA, Kona International Airport at Keahole,2015,1,88.57
DCA, Ronald Reagan Washington National,2015,1,79.96
RSW, Southwest Florida International,2015,1,78.08
PHL, Philadelphia International,2015,1,78.66
DFW, Dallas/Fort Worth International,2015,1,78.67
LIH, Lihue Airport,2015,1,84.85
EWR, Newark Liberty International,2015,1,79.88
LAS, McCarran International,2015,1,86
SJU, Luis Munoz Marin International,2015,1,68.82
SJC, Norman Y. Mineta San Jose International,2015,1,81.95
PBI, Palm Beach International,2015,1,80.22
ORD, Chicago O'Hare International,2015,1,76.5
LGA, LaGuardia,2015,1,78.37
SEA, Seattle/Tacoma International,2015,1,79.91
MIA, Miami International,2015,1,78.76
TPA, Tampa International,2015,1,84.01
JAX, Jacksonville International,2015,1,87.83
SFO, San Francisco International,2015,1,77.05
PIT, Pittsburgh International,2015,1,82.83
DEN, Denver International,2015,1,80.85
DTW, Detroit Metro Wayne County,2015,1,83.33
STL, Lambert-St. Louis International,2015,1,79.44
RIC, Richmond International,2015,1,81.82
FLL, Fort Lauderdale-Hollywood International,2015,1,82.6
STT, Cyril E King,2015,1,75
MSY, Louis Armstrong New Orleans International,2015,1,81.97
SYR, Syracuse Hancock International,2015,1,84
ALB, Albany International,2015,1,83.87
BWI, Baltimore/Washington International Thurgood Marshall,2015,1,80.62
BDL, Bradley International,2015,1,83.46
BNA, Nashville International,2015,1,89.92
CLE, Cleveland-Hopkins International,2015,1,84.14
PVD, Theodore Francis Green State,2015,1,80.39
AUS, Austin - Bergstrom International,2015,1,80.56
RNO, Reno/Tahoe International,2015,1,86.9
ROC, Greater Rochester International,2015,1,74.19
BOI, Boise Air Terminal,2015,1,75.76
BUF, Buffalo Niagara International,2015,1,79.28
ONT, Ontario International,2015,1,75.86
PDX, Portland International,2015,1,85.23
MEM, Memphis International,2015,1,88.64
SNA, John Wayne Airport-Orange County,2015,1,81.51
ILM, Wilmington International,2015,1,100
ORF, Norfolk International,2015,1,88.61
PWM, Portland International Jetport,2015,1,80.65
SAT, San Antonio International,2015,1,72
GEG, Spokane International,2015,1,83.33
CMH, Port Columbus International,2015,1,80.68
MKE, General Mitchell International,2015,1,74.07
OMA, Eppley Airfield,2015,1,79.63
ANC, Ted Stevens Anchorage International,2015,1,79.17
TUS, Tucson International,2015,1,0
CHS, Charleston AFB/International,2015,1,75
DSM, Des Moines International,2015,1,100
STX, Henry E. Rohlsen,2015,1,40
MDT, Harrisburg International,2015,1,92.59
SAN, San Diego International,2015,1,88.41
IAD, Washington Dulles International,2015,1,80.34
LAX, Los Angeles International,2015,1,88.71
SFO, San Francisco International,2015,1,83.4
JFK, John F. Kennedy International,2015,1,82.11
EWR, Newark Liberty International,2015,1,72.92
ORD, Chicago O'Hare International,2015,1,82.43
SEA, Seattle/Tacoma International,2015,1,85.42
AUS, Austin - Bergstrom International,2015,1,73.68
LAS, McCarran International,2015,1,87.35
DCA, Ronald Reagan Washington National,2015,1,86.49
MCO, Orlando International,2015,1,80.65
FLL, Fort Lauderdale-Hollywood International,2015,1,83.83
BOS, Logan International,2015,1,82.68
PDX, Portland International,2015,1,83.87
DAL, Dallas Love Field,2015,1,81.39
LGA, LaGuardia,2015,1,68.18
PSP, Palm Springs International,2015,1,90.63
ATL, Hartsfield-Jackson Atlanta International,2015,1,80.77
AUS, Austin - Bergstrom International,2015,1,77.93
BDL, Bradley International,2015,1,77.56
BHM, Birmingham-Shuttlesworth International,2015,1,77.69
BNA, Nashville International,2015,1,80.98
BOI, Boise Air Terminal,2015,1,77.78
BOS, Logan International,2015,1,77.29
BUF, Buffalo Niagara International,2015,1,76.03
BUR, Bob Hope,2015,1,83.93
BWI, Baltimore/Washington International Thurgood Marshall,2015,1,82.76
CAK, Akron-Canton Regional,2015,1,79.15
CHS, Charleston AFB/International,2015,1,77.65
CLE, Cleveland-Hopkins International,2015,1,75.15
CLT, Charlotte Douglas International,2015,1,74.32
CMH, Port Columbus International,2015,1,77.13
CRP, Corpus Christi International,2015,1,83.93
DAL, Dallas Love Field,2015,1,83.09
DAY, James M Cox/Dayton International,2015,1,71.72
DCA, Ronald Reagan Washington National,2015,1,86.23
DEN, Denver International,2015,1,81.52
DSM, Des Moines International,2015,1,71.91
DTW, Detroit Metro Wayne County,2015,1,75.41
ECP, Northwest Florida Beaches International,2015,1,79.1
ELP, El Paso International,2015,1,77.72
EWR, Newark Liberty International,2015,1,76.14
FLL, Fort Lauderdale-Hollywood International,2015,1,83.38
FNT, Bishop International,2015,1,85.71
GEG, Spokane International,2015,1,79.3
GRR, Gerald R. Ford International,2015,1,75.86
GSP, Greenville-Spartanburg International,2015,1,70
HOU, William P Hobby,2015,1,81.93
HRL, Valley International,2015,1,87.43
IAD, Washington Dulles International,2015,1,80
ICT, Wichita Dwight D Eisenhower National,2015,1,71.22
IND, Indianapolis International,2015,1,79.3
ISP, Long Island MacArthur,2015,1,81.22
JAX, Jacksonville International,2015,1,73.82
LAS, McCarran International,2015,1,83.65
LAX, Los Angeles International,2015,1,81.94
LBB, Lubbock Preston Smith International,2015,1,86.14
LGA, LaGuardia,2015,1,71.9
LIT, Bill and Hillary Clinton Nat Adams Field,2015,1,75.83
MAF, Midland International,2015,1,79.72
MCI, Kansas City International,2015,1,78.82
MCO, Orlando International,2015,1,82.36
MDW, Chicago Midway International,2015,1,81.98
MEM, Memphis International,2015,1,79.21
MHT, Manchester-Boston Regional,2015,1,80.92
MKE, General Mitchell International,2015,1,79.59
MSP, Minneapolis-St Paul International,2015,1,73.72
MSY, Louis Armstrong New Orleans International,2015,1,82.36
OAK, Metropolitan Oakland International,2015,1,83.9
ABQ, Albuquerque International Sunport,2015,1,77.69
ALB, Albany International,2015,1,79.66
AMA, Rick Husband Amarillo International,2015,1,83.67
PHX, Phoenix Sky Harbor International,2015,1,82.12
PIT, Pittsburgh International,2015,1,78.96
PNS, Pensacola International,2015,1,80.3
PVD, Theodore Francis Green State,2015,1,81.29
PWM, Portland International Jetport,2015,1,77.61
RDU, Raleigh-Durham International,2015,1,79.35
RIC, Richmond International,2015,1,77.31
RNO, Reno/Tahoe International,2015,1,83.56
ROC, Greater Rochester International,2015,1,75.28
RSW, Southwest Florida International,2015,1,82.03
SAN, San Diego International,2015,1,81.48
SAT, San Antonio International,2015,1,74.26
SDF, Louisville International-Standiford Field,2015,1,78.66
SEA, Seattle/Tacoma International,2015,1,77.69
SFO, San Francisco International,2015,1,76.87
SJC, Norman Y. Mineta San Jose International,2015,1,83.68
SJU, Luis Munoz Marin International,2015,1,75.52
SLC, Salt Lake City International,2015,1,77.06
SMF, Sacramento International,2015,1,82.05
SNA, John Wayne Airport-Orange County,2015,1,87.04
STL, Lambert-St. Louis International,2015,1,81.35
TPA, Tampa International,2015,1,83.62
TUL, Tulsa International,2015,1,73.35
TUS, Tucson International,2015,1,80.26
OKC, Will Rogers World,2015,1,77.59
OMA, Eppley Airfield,2015,1,74.49
ONT, Ontario International,2015,1,79.37
ORF, Norfolk International,2015,1,70.2
PBI, Palm Beach International,2015,1,72.91
PDX, Portland International,2015,1,78.18
PHL, Philadelphia International,2015,1,77.75
JFK, John F. Kennedy International,2015,2,78.94
LAX, Los Angeles International,2015,2,78.24
DFW, Dallas/Fort Worth International,2015,2,83.42
OGG, Kahului Airport,2015,2,73.33
HNL, Honolulu International,2015,2,73.89
SFO, San Francisco International,2015,2,73.89
ATL, Hartsfield-Jackson Atlanta International,2015,2,83.8
BOS, Logan International,2015,2,72.82
ONT, Ontario International,2015,2,85.58
DCA, Ronald Reagan Washington National,2015,2,76.05
SAN, San Diego International,2015,2,77.26
PHX, Phoenix Sky Harbor International,2015,2,82.08
PHL, Philadelphia International,2015,2,78.57
MIA, Miami International,2015,2,79.21
MKE, General Mitchell International,2015,2,87.5
CLT, Charlotte Douglas International,2015,2,87.33
ORD, Chicago O'Hare International,2015,2,78.14
RSW, Southwest Florida International,2015,2,74.11
BWI, Baltimore/Washington International Thurgood Marshall,2015,2,78.53
DEN, Denver International,2015,2,73.76
MCO, Orlando International,2015,2,77.64
SEA, Seattle/Tacoma International,2015,2,77.71
DTW, Detroit Metro Wayne County,2015,2,81.9
LAS, McCarran International,2015,2,80.94
SJC, Norman Y. Mineta San Jose International,2015,2,84.83
SLC, Salt Lake City International,2015,2,76.88
KOA, Kona International Airport at Keahole,2015,2,87.1
SJU, Luis Munoz Marin International,2015,2,77.51
HOU, William P Hobby,2015,2,85.71
IAD, Washington Dulles International,2015,2,82.89
TUS, Tucson International,2015,2,81.45
TPA, Tampa International,2015,2,78.02
STL, Lambert-St. Louis International,2015,2,77.32
SAT, San Antonio International,2015,2,83.17
ORF, Norfolk International,2015,2,76.47
LGA, LaGuardia,2015,2,73.71
BNA, Nashville International,2015,2,84.81
MFE, McAllen Miller International,2015,2,84.89
JAC, Jackson Hole,2015,2,78.13
EWR, Newark Liberty International,2015,2,73.49
LIH, Lihue Airport,2015,2,77.78
MCI, Kansas City International,2015,2,81.03
AUS, Austin - Bergstrom International,2015,2,82.37
PDX, Portland International,2015,2,78.85
IAH, George Bush Intercontinental/Houston,2015,2,81.98
MSY, Louis Armstrong New Orleans International,2015,2,79.92
SNA, John Wayne Airport-Orange County,2015,2,83.01
BDL, Bradley International,2015,2,80.72
JAX, Jacksonville International,2015,2,80.18
PBI, Palm Beach International,2015,2,79.4
RDU, Raleigh-Durham International,2015,2,84.19
ABQ, Albuquerque International Sunport,2015,2,76.74
EGE, Eagle County Regional,2015,2,82.58
DAY, James M Cox/Dayton International,2015,2,86.59
ELP, El Paso International,2015,2,83.33
COS, City of Colorado Springs Municipal,2015,2,81.82
TUL, Tulsa International,2015,2,81.25
PSP, Palm Springs International,2015,2,78.91
RNO, Reno/Tahoe International,2015,2,75.31
FLL, Fort Lauderdale-Hollywood International,2015,2,81.88
GUC, Gunnison-Crested Butte Regional,2015,2,85.71
STT, Cyril E King,2015,2,68.93
OKC, Will Rogers World,2015,2,76.65
PIT, Pittsburgh International,2015,2,83.67
SMF, Sacramento International,2015,2,80.9
SDF, Louisville International-Standiford Field,2015,2,88.89
MSP, Minneapolis-St Paul International,2015,2,75.54
IND, Indianapolis International,2015,2,82.27
BHM, Birmingham-Shuttlesworth International,2015,2,74.51
FAT, Fresno Yosemite International,2015,2,81.4
OMA, Eppley Airfield,2015,2,75.66
STX, Henry E. Rohlsen,2015,2,80
DSM, Des Moines International,2015,2,85.45
ICT, Wichita Dwight D Eisenhower National,2015,2,76.79
CLE, Cleveland-Hopkins International,2015,2,80.49
MEM, Memphis International,2015,2,83.93
RIC, Richmond International,2015,2,83.64
HNL, Honolulu International,2016,3,68.63
SFO, San Francisco International,2016,3,66.44
MIA, Miami International,2016,3,75.63
PHL, Philadelphia International,2016,3,85.1
EWR, Newark Liberty International,2016,3,74.28
MEM, Memphis International,2016,3,77.5
BOS, Logan International,2016,3,82.74
ORD, Chicago O'Hare International,2016,3,83.68
SAN, San Diego International,2016,3,84.41
SLC, Salt Lake City International,2016,3,82.22
LGA, LaGuardia,2016,3,72.54
ATL, Hartsfield-Jackson Atlanta International,2016,3,81.88
DCA, Ronald Reagan Washington National,2016,3,80.3
SJC, Norman Y. Mineta San Jose International,2016,3,83.08
SEA, Seattle/Tacoma International,2016,3,83.15
LBB, Lubbock Preston Smith International,2016,3,78.79
LAS, McCarran International,2016,3,82.76
DTW, Detroit Metro Wayne County,2016,3,81.21
PHX, Phoenix Sky Harbor International,2016,3,87.59
STL, Lambert-St. Louis International,2016,3,80.76
MCO, Orlando International,2016,3,73.07
DEN, Denver International,2016,3,78.78
KOA, Kona International Airport at Keahole,2016,3,74.36
AUS, Austin - Bergstrom International,2016,3,78.91
MCI, Kansas City International,2016,3,85.53
RDU, Raleigh-Durham International,2016,3,82.19
SNA, John Wayne Airport-Orange County,2016,3,82.34
BNA, Nashville International,2016,3,79
TPA, Tampa International,2016,3,79.11
ONT, Ontario International,2016,3,84.06
LIH, Lihue Airport,2016,3,71.79
CLT, Charlotte Douglas International,2016,3,88.87
JAX, Jacksonville International,2016,3,84.78
MSY, Louis Armstrong New Orleans International,2016,3,78.05
MSP, Minneapolis-St Paul International,2016,3,80.84
SJU, Luis Munoz Marin International,2016,3,73.67
ORF, Norfolk International,2016,3,82.5
FLL, Fort Lauderdale-Hollywood International,2016,3,76.87
GUC, Gunnison-Crested Butte Regional,2016,3,62.86
ELP, El Paso International,2016,3,74.19
TUS, Tucson International,2016,3,76.16
IND, Indianapolis International,2016,3,81.45
SAT, San Antonio International,2016,3,78.57
